0.	3.99722165e-011
1.86069652e-003	4.59190832e-011
3.72139303e-003	5.23970483e-011
5.58208955e-003	5.94081255e-011
7.44278607e-003	6.6961642e-011
9.30348259e-003	7.5058409e-011
1.11641791e-002	8.37052594e-011
1.30248756e-002	9.29034504e-011
1.48855721e-002	1.02654938e-010
1.67462687e-002	1.12960119e-010
1.86069652e-002	1.23815283e-010
2.04676617e-002	1.35222511e-010
2.23283582e-002	1.47183242e-010
2.41890547e-002	1.59696169e-010
2.60497512e-002	1.72755838e-010
2.79104478e-002	1.86359789e-010
2.97711443e-002	2.00508223e-010
3.16318408e-002	2.15195133e-010
3.34925373e-002	2.3041502e-010
3.53532338e-002	2.46167948e-010
3.72139303e-002	2.62443928e-010
3.90746269e-002	2.792377e-010
4.09353234e-002	2.96542462e-010
4.27960199e-002	3.14351957e-010
4.46567164e-002	3.32654855e-010
4.65174129e-002	3.51437474e-010
4.83781095e-002	3.70690462e-010
5.0238806e-002	3.90397847e-010
5.20995025e-002	4.10547232e-010
5.3960199e-002	4.31123926e-010
5.58208955e-002	4.52108346e-010
5.7681592e-002	4.7348549e-010
5.95422886e-002	4.952331e-010
6.14029851e-002	5.17322844e-010
6.32636816e-002	5.39724816e-010
6.51243781e-002	5.62405898e-010
6.69850746e-002	5.85331593e-010
6.88457711e-002	6.08462737e-010
7.07064677e-002	6.31753169e-010
7.25671642e-002	6.55155416e-010
7.44278607e-002	6.78610018e-010
7.62885572e-002	7.02049536e-010
7.81492537e-002	7.25410571e-010
8.00099502e-002	7.48617668e-010
8.18706468e-002	7.71587903e-010
8.37313433e-002	7.94220297e-010
8.55920398e-002	8.16416165e-010
8.74527363e-002	8.38067366e-010
8.93134328e-002	8.59060559e-010
9.11741294e-002	8.79278964e-010
9.30348259e-002	8.98596488e-010
9.48955224e-002	9.16884287e-010
9.67562189e-002	9.34019506e-010
9.86169154e-002	9.49883215e-010
0.100477612	9.64354118e-010
0.102338308	9.77320891e-010
0.104199005	9.88676645e-010
0.106059701	9.98335622e-010
0.107920398	1.00621944e-009
0.109781095	1.01226391e-009
0.111641791	1.01642694e-009
0.113502488	1.01867322e-009
0.115363184	1.01898552e-009
0.117223881	1.01736682e-009
0.119084577	1.01382887e-009
0.120945274	1.00840671e-009
0.12280597	1.00114161e-009
0.124666667	9.92094089e-010
0.126527363	9.81332212e-010
0.12838806	9.68937636e-010
0.130248756	9.55020482e-010
0.132109453	9.39690106e-010
0.133970149	9.2304697e-010
0.135830846	9.05200744e-010
0.137691542	8.86264169e-010
0.139552239	8.66350961e-010
0.141412935	8.45566486e-010
0.143273632	8.24012881e-010
0.145134328	8.0178761e-010
0.146995025	7.7897454e-010
0.148855721	7.55653657e-010
0.150716418	7.31893699e-010
0.152577114	7.07763605e-010
0.154437811	6.833124e-010
0.156298507	6.58588469e-010
0.158159204	6.33632997e-010
0.1600199	6.0848304e-010
0.161880597	5.83169895e-010
0.163741294	5.57717749e-010
0.16560199	5.32155118e-010
0.167462687	5.06505489e-010
0.169323383	4.80791138e-010
0.17118408	4.55033008e-010
0.173044776	4.2924958e-010
0.174905473	4.03457617e-010
0.176766169	3.77678388e-010
0.178626866	3.51928763e-010
0.180487562	3.26224068e-010
0.182348259	3.00581791e-010
0.184208955	2.75017733e-010
0.186069652	2.49542107e-010
0.187930348	2.24167948e-010
0.189791045	1.98900976e-010
0.191651741	1.7374923e-010
0.193512438	1.48714807e-010
0.195373134	1.23801192e-010
0.197233831	9.90059254e-011
0.199094527	7.4328513e-011
0.200955224	4.9765559e-011
0.20281592	2.53156468e-011
0.204676617	9.74237339e-013
0.206537313	-2.32598328e-011
0.20839801	-4.73902316e-011
0.210258706	-7.14211238e-011
0.212119403	-9.53540831e-011
0.2139801	-1.19191933e-010
0.215840796	-1.4293484e-010
0.217701493	-1.6658401e-010
0.219562189	-1.9013866e-010
0.221422886	-2.13598572e-010
0.223283582	-2.36962208e-010
0.225144279	-2.60227556e-010
0.227004975	-2.83393409e-010
0.228865672	-3.06458237e-010
0.230726368	-3.29419052e-010
0.232587065	-3.5227028e-010
0.234447761	-3.75010179e-010
0.236308458	-3.97635216e-010
0.238169154	-4.20138909e-010
0.240029851	-4.42519015e-010
0.241890547	-4.64771128e-010
0.243751244	-4.86885886e-010
0.24561194	-5.08856096e-010
0.247472637	-5.30677642e-010
